470.0,-66.957
470.002,-70.887
470.005,-72.132
470.008,-71.108
470.01,-71.277
470.012,-71.968
470.015,-70.793
470.018,-72.305
470.02,-71.863
470.022,-71.293
470.025,-67.703
470.028,-71.306
470.03,-71.285
470.032,-71.999
470.035,-71.274
470.038,-72.473
470.04,-71.512
470.042,-71.582
470.045,-72.116
470.048,-71.344
470.05,-67.757
470.052,-71.624
470.055,-71.363
470.058,-71.923
470.06,-71.496
470.062,-71.306
470.065,-71.948
470.068,-71.343
470.07,-71.622
470.072,-71.736
470.075,-67.85
470.078,-72.402
470.08,-71.628
470.082,-71.45
470.085,-72.374
470.088,-71.447
470.09,-72.173
470.092,-71.646
470.095,-71.166
470.098,-72.318
470.1,-68.129
470.102,-71.435
470.105,-71.455
470.108,-71.273
470.11,-71.849
470.112,-71.508
470.115,-71.264
470.118,-71.877
470.12,-71.171
470.122,-71.147
470.125,-67.8
470.128,-71.09
470.13,-72.301
470.132,-71.353
470.135,-71.132
470.138,-71.987
470.14,-71.588
470.142,-71.786
470.145,-71.177
470.148,-70.19
470.15,-68.25
470.152,-70.368
470.155,-70.281
470.158,-70.944
470.16,-70.015
470.162,-70.143
470.165,-70.413
470.168,-69.913
470.17,-70.718
470.172,-70.526
470.175,-68.289
470.178,-70.36
470.18,-69.611
470.182,-70.337
470.185,-69.396
470.188,-68.859
470.19,-69.867
470.192,-69.082
470.195,-68.969
470.198,-69.486
470.2,-68.37
470.202,-69.652
470.205,-69.177
470.208,-68.959
470.21,-70.156
470.212,-68.869
470.215,-68.99
470.218,-69.411
470.22,-68.724
470.222,-69.606
470.225,-68.3
470.228,-68.704
470.23,-69.683
470.232,-68.848
470.235,-68.683
470.238,-68.963
470.24,-68.731
470.242,-69.56
470.245,-68.718
470.248,-68.574
470.25,-68.355
470.252,-68.58
470.255,-68.76
470.258,-69.264
470.26,-68.809
470.262,-69.536
470.265,-69.178
470.268,-69.203
470.27,-69.776
470.272,-69.0
470.275,-68.7
470.278,-69.379
470.28,-68.668
470.282,-69.657
470.285,-69.006
470.288,-68.789
470.29,-69.581
470.292,-69.081
470.295,-69.581
470.298,-69.111
470.3,-68.501
470.302,-70.141
470.305,-69.246
470.308,-69.035
470.31,-69.593
470.312,-68.994
470.315,-69.704
470.318,-69.529
470.32,-69.247
470.322,-69.969
470.325,-68.2
470.328,-69.0
470.33,-69.499
470.332,-68.955
470.335,-69.449
470.338,-69.134
470.34,-68.579
470.342,-69.763
470.345,-68.964
470.348,-68.742
470.35,-68.3
470.352,-68.653
470.355,-69.597
470.358,-69.022
470.36,-68.862
470.362,-69.901
470.365,-68.753
470.368,-69.039
470.37,-69.474
470.372,-68.697
470.375,-68.6
470.378,-69.104
470.38,-68.982
470.382,-69.631
470.385,-68.837
470.388,-69.274
470.39,-69.449
470.392,-68.668
470.395,-69.851
470.398,-68.916
470.4,-68.3
470.402,-69.757
470.405,-68.914
470.408,-69.348
470.41,-69.419
470.412,-69.092
470.415,-70.172
470.418,-69.205
470.42,-68.93
470.422,-69.396
470.425,-68.6
470.428,-69.651
470.43,-69.151
470.432,-69.022
470.435,-69.969
470.438,-68.944
470.44,-68.897
470.442,-69.398
470.445,-69.01
470.448,-69.899
470.45,-68.4
470.452,-68.777
470.455,-70.0
470.458,-69.024
470.46,-68.639
470.462,-69.52
470.465,-68.573
470.468,-69.468
470.47,-69.038
470.472,-68.752
470.475,-68.3
470.478,-68.589
470.48,-68.834
470.482,-69.296
470.485,-68.736
470.488,-69.626
470.49,-68.981
470.492,-68.853
470.495,-69.515
470.498,-68.783
470.5,-68.5
470.502,-69.377
470.505,-68.685
470.508,-69.478
470.51,-69.013
470.512,-68.807
470.515,-69.924
470.518,-68.963
470.52,-69.422
470.522,-69.34
470.525,-68.5
470.528,-69.839
470.53,-69.06
470.532,-69.097
470.535,-69.668
470.538,-69.171
470.54,-69.666
470.542,-69.542
470.545,-68.725
470.548,-70.073
470.55,-68.4
470.552,-69.079
470.555,-69.573
470.558,-69.165
470.56,-69.922
470.562,-69.518
470.565,-68.775
470.568,-70.216
470.57,-69.297
470.572,-69.136
470.575,-68.2
470.578,-68.981
470.58,-69.962
470.582,-69.553
470.585,-69.093
470.588,-70.152
470.59,-68.932
470.592,-69.115
470.595,-69.461
470.598,-69.05
470.6,-68.6
470.602,-69.459
470.605,-69.155
470.608,-69.821
470.61,-69.338
470.612,-69.472
470.615,-69.637
470.618,-69.472
470.62,-70.438
470.622,-69.476
470.625,-68.7
470.628,-70.332
470.63,-69.271
470.632,-69.75
470.635,-69.854
470.638,-69.449
470.64,-70.502
470.642,-69.617
470.645,-69.423
470.648,-69.816
470.65,-68.6
470.652,-69.71
470.655,-69.703
470.658,-69.077
470.66,-70.087
470.662,-69.093
470.665,-69.256
470.668,-69.61
470.67,-68.966
470.672,-69.945
470.675,-68.6
470.678,-69.376
470.68,-70.245
470.682,-69.384
470.685,-69.685
470.688,-70.08
470.69,-69.143
470.692,-70.061
470.695,-69.392
470.698,-69.173
470.7,-68.8
470.702,-69.053
470.705,-69.182
470.708,-69.586
470.71,-69.312
470.712,-69.914
470.715,-69.404
470.718,-69.035
470.72,-69.852
470.722,-69.267
470.725,-68.5
470.728,-69.524
470.73,-69.278
470.732,-69.975
470.735,-69.56
470.738,-69.213
470.74,-69.949
470.742,-69.078
470.745,-69.616
470.748,-69.748
470.75,-68.2
470.752,-69.804
470.755,-69.264
470.758,-68.964
470.76,-69.581
470.762,-69.065
470.765,-69.602
470.768,-69.349
470.77,-68.902
470.772,-70.188
470.775,-68.5
470.778,-69.355
470.78,-70.146
470.782,-69.328
470.785,-69.776
470.788,-69.625
470.79,-69.094
470.792,-70.025
470.795,-69.017
470.798,-69.111
